Bin	Label	Prob	Compound Name	Rank	Model
UDN_BG_A_C_Mayo049_pool_M_025 & 49	True Negative	0.089	[913] halostachine 2 [13.201]	4	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 49	True Negative	0.116	[78092] 3-isochromanone [13.248]	2	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 49	True Negative	0.031	[3314] eugenol [12.761]	5	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 49	True Negative	0.004	[568] dibenzofuran [13.402]	8	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 49	True Negative	0.012	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	6	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 49	True Negative	0.115	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 49	True Negative	0.009	[PNNLMET0011] m-anisic acid [12.756]	7	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 61	True Positive	1	[PNNLMET0078] D-lyxose 2[M] [15.117]	1	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 61	True Negative	0	[2191] anabasine [15.142]	4	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 61	True Negative	0	[62388] methyljasmonate 1 [15.157]	4	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 61	True Negative	0.003	[16217724] L-asparagine-15N2,d8 3 [14.975]	2	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 61	True Negative	0.002	[7913] biuret 1 [15.453]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 61	True Negative	0	[75318] monoethyl phthalate [14.840]	4	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 61	True Negative	0	[8370] hexachlorobenzene [15.537]	4	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 64	True Positive	1	[6912] xylitol [15.701]	1	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 64	True Negative	0	[62388] methyljasmonate 4 [15.883]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 64	True Negative	0	[17262] guaiacylacetone 2 [15.636]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 64	True Negative	0	[62388] methyljasmonate 3 [15.63]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 64	True Negative	0	[62388] methyljasmonate 2 [15.63]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 64	True Negative	0	[17262] guaiacylacetone 1 [15.576]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 64	True Negative	0	[7913] biuret 2 [16.111]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 64	True Negative	0.001	[8370] hexachlorobenzene [15.537]	2	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 64	True Negative	0	[145900] omeprazole sulfone [16.151]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 77	True Positive	1	[11005] myristic acid [16.887]	1	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 77	True Negative	0	[5281166] jasmonic acid [16.962]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 77	True Negative	0.001	[8400] benzoin 2 [17.102]	2	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 112	True Positive	1	[892] myo-inositol [19.707]	1	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 112	True Negative	0	[10251] flavonone 2 [19.519]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 112	True Negative	0.004	[10251] flavanone 2 [19.49]	2	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 112	True Negative	0	[10251] flavonone 1 [19.39]	3	Full Model
UDN_BG_A_C_Mayo049_pool_M_025 & 112	True Negative	0	[10251] flavanone 1 [19.36]	3	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 67	True Positive	1	L-glutamine [minor 2]	1	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 67	True Negative	0	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 2 [14.425]	2	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 67	True Negative	0	[16217724] L-asparagine-15N2,d8 2 [14.503]	2	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 67	True Negative	0	[359] phloroglucinol [14.621]	2	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 69	True Positive	1	L-phenylalanine [major]	1	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 69	True Negative	0	[359] phloroglucinol [14.621]	4	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 69	True Negative	0.102	[16217724] L-asparagine-15N2,d8 2 [14.503]	2	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 69	True Negative	0.002	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 2 [14.425]	3	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 69	True Negative	0	[75318] monoethyl phthalate [14.840]	4	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 69	True Negative	0	[16217724] L-asparagine-15N2,d8 3 [14.975]	4	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 72	True Positive	1	[PNNLMET0078] D-lyxose 2[M] [15.117]	1	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 72	True Negative	0.011	[2191] anabasine [15.142]	2	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 72	True Negative	0	[62388] methyljasmonate 1 [15.157]	4	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 72	True Negative	0.005	[16217724] L-asparagine-15N2,d8 3 [14.975]	3	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 72	True Negative	0	[7913] biuret 1 [15.453]	4	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 72	True Negative	0	[75318] monoethyl phthalate [14.840]	4	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 72	True Negative	0	[8370] hexachlorobenzene [15.537]	4	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 90	True Positive	1	citric acid	1	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 90	True Negative	0	[5281166] jasmonic acid [16.962]	2	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 90	True Negative	0	[8400] benzoin 2 [17.102]	2	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 90	True Negative	0	[8400] benzoin 1 [16.532]	2	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 129	True Positive	0.998	[892] scyllo-inositol [19.101]	1	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 129	True Negative	0	[10251] flavanone 1 [19.36]	2	Full Model
UDN_BG_A_C_Mayo056_pool_M_024 & 129	True Negative	0	[10251] flavonone 1 [19.39]	2	Full Model
UDN_BG_A_C_OHSU002_M_020 & 28	True Positive	0.999	[439194] glyceric acid [10.735]	1	Full Model
UDN_BG_A_C_OHSU002_M_020 & 28	True Negative	0.041	[913] halostachine 1 [11.202]	2	Full Model
UDN_BG_A_C_OHSU002_M_020 & 30	True Positive	1	L-threonine [major]	1	Full Model
UDN_BG_A_C_OHSU002_M_020 & 30	True Negative	0.005	[369312] (-)-perillyl alcohol  [11.693]	2	Full Model
UDN_BG_A_C_OHSU002_M_020 & 30	True Negative	0.002	[237332] 5-hydroxymethylfurfural [11.706]	5	Full Model
UDN_BG_A_C_OHSU002_M_020 & 30	True Negative	0.004	[80922] 3,4,5-trimethoxytoluene [11.694]	3	Full Model
UDN_BG_A_C_OHSU002_M_020 & 30	True Negative	0.004	[68490] 2-hydroxyacetophenone 1 [12.084]	3	Full Model
UDN_BG_A_C_OHSU002_M_020 & 33	False Negative	0.102	[PNNLMET0027] D-threitol [13.128]	1	Full Model
UDN_BG_A_C_OHSU002_M_020 & 33	True Negative	0.001	[913] halostachine 2 [13.201]	6	Full Model
UDN_BG_A_C_OHSU002_M_020 & 33	True Negative	0.02	[78092] 3-isochromanone [13.248]	2	Full Model
UDN_BG_A_C_OHSU002_M_020 & 33	True Negative	0.001	[3314] eugenol [12.761]	6	Full Model
UDN_BG_A_C_OHSU002_M_020 & 33	True Negative	0.003	[568] dibenzofuran [13.402]	4	Full Model
UDN_BG_A_C_OHSU002_M_020 & 33	True Negative	0.003	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	4	Full Model
UDN_BG_A_C_OHSU002_M_020 & 33	True Negative	0.005	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	3	Full Model
UDN_BG_A_C_OHSU002_M_020 & 37	True Positive	1	[588] Creatinine [13.825]	1	Full Model
UDN_BG_A_C_OHSU002_M_020 & 37	True Negative	0	[660] dihydrocoumarin 2 [13.669]	3	Full Model
UDN_BG_A_C_OHSU002_M_020 & 37	True Negative	0	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	3	Full Model
UDN_BG_A_C_OHSU002_M_020 & 37	True Negative	0.01	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	2	Full Model
UDN_BG_A_C_OHSU002_M_020 & 46	True Positive	1	L-glutamine [major]	1	Full Model
UDN_BG_A_C_OHSU002_M_020 & 46	True Negative	0	[145900] omeprazole sulfone [16.151]	4	Full Model
UDN_BG_A_C_OHSU002_M_020 & 46	True Negative	0.003	[7913] biuret 2 [16.111]	2	Full Model
UDN_BG_A_C_OHSU002_M_020 & 46	True Negative	0.001	[8400] benzoin 1 [16.532]	3	Full Model
UDN_BG_A_C_OHSU002_M_020 & 72	True Positive	1	[PNNLMET0022] galactitol [18.196]	1	Full Model
UDN_BG_A_C_OHSU002_M_020 & 72	True Negative	0	[6854] carbazole 2 [18.387]	4	Full Model
UDN_BG_A_C_OHSU002_M_020 & 72	True Negative	0.02	[16213445] L-tyrosine-3,3-d2 2 [17.791]	2	Full Model
UDN_BG_A_C_OHSU002_M_020 & 72	True Negative	0.001	[5280567] 4-methylumbelliferone [18.399]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 13	True Positive	0.999	L-alanine [major]	1	Full Model
UDN_BG_A_C_OHSU012_M_005 & 13	True Negative	0	[12205373] L-alanine-2,3,3,3-d4 [7.449]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 62	True Positive	1	L-glutamine [minor 2]	1	Full Model
UDN_BG_A_C_OHSU012_M_005 & 62	True Negative	0.001	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 2 [14.425]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 62	True Negative	0	[16217724] L-asparagine-15N2,d8 2 [14.503]	4	Full Model
UDN_BG_A_C_OHSU012_M_005 & 62	True Negative	0.028	[359] phloroglucinol [14.621]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 66	True Positive	1	[PNNLMET0078] D-lyxose 2[M] [15.117]	1	Full Model
UDN_BG_A_C_OHSU012_M_005 & 66	True Negative	0	[2191] anabasine [15.142]	4	Full Model
UDN_BG_A_C_OHSU012_M_005 & 66	True Negative	0	[62388] methyljasmonate 1 [15.157]	4	Full Model
UDN_BG_A_C_OHSU012_M_005 & 66	True Negative	0.009	[16217724] L-asparagine-15N2,d8 3 [14.975]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 66	True Negative	0.001	[7913] biuret 1 [15.453]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 66	True Negative	0	[75318] monoethyl phthalate [14.840]	4	Full Model
UDN_BG_A_C_OHSU012_M_005 & 66	True Negative	0	[8370] hexachlorobenzene [15.537]	4	Full Model
UDN_BG_A_C_OHSU012_M_005 & 68	True Positive	1	[6912] xylitol [15.701]	1	Full Model
UDN_BG_A_C_OHSU012_M_005 & 68	True Negative	0	[62388] methyljasmonate 4 [15.883]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 68	True Negative	0.004	[17262] guaiacylacetone 2 [15.636]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 68	True Negative	0	[62388] methyljasmonate 3 [15.63]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 68	True Negative	0	[62388] methyljasmonate 2 [15.63]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 68	True Negative	0	[17262] guaiacylacetone 1 [15.576]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 68	True Negative	0	[7913] biuret 2 [16.111]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 68	True Negative	0	[8370] hexachlorobenzene [15.537]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 68	True Negative	0	[145900] omeprazole sulfone [16.151]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 79	True Positive	1	citric acid	1	Full Model
UDN_BG_A_C_OHSU012_M_005 & 79	True Negative	0	[5281166] jasmonic acid [16.962]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 79	True Negative	0	[8400] benzoin 2 [17.102]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 79	True Negative	0	[8400] benzoin 1 [16.532]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 80	True Positive	0.989	[11005] myristic acid [16.887]	1	Full Model
UDN_BG_A_C_OHSU012_M_005 & 80	True Negative	0.001	[5281166] jasmonic acid [16.962]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 80	True Negative	0	[8400] benzoin 2 [17.102]	3	Full Model
UDN_BG_A_C_OHSU012_M_005 & 104	True Positive	1	D-glucose [minor]	1	Full Model
UDN_BG_A_C_OHSU012_M_005 & 104	True Negative	0	[16213445] L-tyrosine-3,3-d2 2 [17.791]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 126	True Positive	1	[PNNLMET0047] IS L-tryptophan d5 2 [20.625]	1	Full Model
UDN_BG_A_C_OHSU012_M_005 & 126	True Negative	0	[4114] xanthotoxin 2 [20.715]	2	Full Model
UDN_BG_A_C_OHSU012_M_005 & 126	True Negative	0	[3806] juglone [20.507]	2	Full Model
UDN_BG_A_C_OHSU016_M_018 & 61	True Positive	1	[PNNLMET0078] D-lyxose 2[M] [15.117]	1	Full Model
UDN_BG_A_C_OHSU016_M_018 & 61	True Negative	0	[2191] anabasine [15.142]	4	Full Model
UDN_BG_A_C_OHSU016_M_018 & 61	True Negative	0	[62388] methyljasmonate 1 [15.157]	4	Full Model
UDN_BG_A_C_OHSU016_M_018 & 61	True Negative	0.001	[16217724] L-asparagine-15N2,d8 3 [14.975]	3	Full Model
UDN_BG_A_C_OHSU016_M_018 & 61	True Negative	0	[7913] biuret 1 [15.453]	4	Full Model
UDN_BG_A_C_OHSU016_M_018 & 61	True Negative	0.01	[75318] monoethyl phthalate [14.840]	2	Full Model
UDN_BG_A_C_OHSU016_M_018 & 61	True Negative	0	[8370] hexachlorobenzene [15.537]	4	Full Model
UDN_BG_A_C_OHSU016_M_018 & 78	True Positive	1	[11005] myristic acid [16.887]	1	Full Model
UDN_BG_A_C_OHSU016_M_018 & 78	True Negative	0	[5281166] jasmonic acid [16.962]	3	Full Model
UDN_BG_A_C_OHSU016_M_018 & 78	True Negative	0.001	[8400] benzoin 2 [17.102]	2	Full Model
UDN_BG_A_C_OHSU016_M_018 & 86	True Positive	0.997	D-fructose [major]	1	Full Model
UDN_BG_A_C_OHSU016_M_018 & 86	True Negative	0.067	[441035] talose 2 [17.584]	4	Full Model
UDN_BG_A_C_OHSU016_M_018 & 86	True Negative	0.159	[16217112] D-glucose-C-d7  2 [17.604]	2	Full Model
UDN_BG_A_C_OHSU016_M_018 & 86	True Negative	0	[16213445] L-tyrosine-3,3-d2 2 [17.791]	6	Full Model
UDN_BG_A_C_OHSU016_M_018 & 86	True Negative	0.019	[441035] talose 1 [17.4]	5	Full Model
UDN_BG_A_C_OHSU016_M_018 & 86	True Negative	0	[16213445] L-tyrosine-3,3-d2 1 [17.352]	6	Full Model
UDN_BG_A_C_OHSU016_M_018 & 86	True Negative	0.12	[16217112] D-glucose-C-d7   1 [17.411]	3	Full Model
UDN_BG_A_C_OHSU016_M_018 & 97	True Positive	0.999	D-glucose [minor]	1	Full Model
UDN_BG_A_C_OHSU016_M_018 & 97	True Negative	0	[16213445] L-tyrosine-3,3-d2 2 [17.791]	2	Full Model
UDN_BG_A_C_OHSU016_M_018 & 111	True Positive	1	[892] scyllo-inositol [19.101]	1	Full Model
UDN_BG_A_C_OHSU016_M_018 & 111	True Negative	0	[10251] flavanone 1 [19.36]	2	Full Model
UDN_BG_A_C_OHSU016_M_018 & 111	True Negative	0	[10251] flavonone 1 [19.39]	2	Full Model
UDN_BG_A_C_OHSU017_M_014 & 53	True Positive	1	[439194] glyceric acid [10.735]	1	Full Model
UDN_BG_A_C_OHSU017_M_014 & 53	True Negative	0	[913] halostachine 1 [11.202]	2	Full Model
UDN_BG_A_C_OHSU017_M_014 & 60	True Positive	1	[PNNLMET0027] D-threitol [13.128]	1	Full Model
UDN_BG_A_C_OHSU017_M_014 & 60	True Negative	0.019	[913] halostachine 2 [13.201]	2	Full Model
UDN_BG_A_C_OHSU017_M_014 & 60	True Negative	0.001	[78092] 3-isochromanone [13.248]	6	Full Model
UDN_BG_A_C_OHSU017_M_014 & 60	True Negative	0.002	[3314] eugenol [12.761]	5	Full Model
UDN_BG_A_C_OHSU017_M_014 & 60	True Negative	0.003	[568] dibenzofuran [13.402]	4	Full Model
UDN_BG_A_C_OHSU017_M_014 & 60	True Negative	0	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	7	Full Model
UDN_BG_A_C_OHSU017_M_014 & 60	True Negative	0.014	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 60	True Negative	0	[PNNLMET0011] m-anisic acid [12.756]	7	Full Model
UDN_BG_A_C_OHSU017_M_014 & 61	True Positive	1	[PNNLMET0026] erythritol [13.176]	1	Full Model
UDN_BG_A_C_OHSU017_M_014 & 61	True Negative	0	[78092] 3-isochromanone [13.248]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 61	True Negative	0	[913] halostachine 2 [13.201]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 61	True Negative	0	[568] dibenzofuran [13.402]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 61	True Negative	0	[3314] eugenol [12.761]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 61	True Negative	0	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 61	True Negative	0.001	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	2	Full Model
UDN_BG_A_C_OHSU017_M_014 & 67	True Positive	1	L-glutamine [minor 2]	1	Full Model
UDN_BG_A_C_OHSU017_M_014 & 67	True Negative	0	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 2 [14.425]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 67	True Negative	0.001	[16217724] L-asparagine-15N2,d8 2 [14.503]	2	Full Model
UDN_BG_A_C_OHSU017_M_014 & 67	True Negative	0	[359] phloroglucinol [14.621]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 73	True Positive	1	[6912] xylitol [15.701]	1	Full Model
UDN_BG_A_C_OHSU017_M_014 & 73	True Negative	0	[62388] methyljasmonate 4 [15.883]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 73	True Negative	0.003	[17262] guaiacylacetone 2 [15.636]	2	Full Model
UDN_BG_A_C_OHSU017_M_014 & 73	True Negative	0	[62388] methyljasmonate 3 [15.63]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 73	True Negative	0	[62388] methyljasmonate 2 [15.63]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 73	True Negative	0	[17262] guaiacylacetone 1 [15.576]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 73	True Negative	0	[7913] biuret 2 [16.111]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 73	True Negative	0	[8370] hexachlorobenzene [15.537]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 73	True Negative	0	[145900] omeprazole sulfone [16.151]	3	Full Model
UDN_BG_A_C_OHSU017_M_014 & 110	True Positive	0.979	D-glucose [minor]	1	Full Model
UDN_BG_A_C_OHSU017_M_014 & 110	True Negative	0	[16213445] L-tyrosine-3,3-d2 2 [17.791]	2	Full Model
UDN_BG_A_C_OHSU017_M_014 & 110	True Negative	0	[6854] carbazole 2 [18.387]	2	Full Model
UDN_BG_A_C_OHSU027_M_019 & 12	True Negative	0	[12205373] L-alanine-2,3,3,3-d4 [7.449]	2	Full Model
UDN_BG_A_C_OHSU027_M_019 & 12	True Positive	1	[PNNLMET0041] IS L-alanine d7 [7.729]	1	Full Model
UDN_BG_A_C_OHSU027_M_019 & 77	True Positive	1	citric acid	1	Full Model
UDN_BG_A_C_OHSU027_M_019 & 77	True Negative	0.003	[5281166] jasmonic acid [16.962]	2	Full Model
UDN_BG_A_C_OHSU027_M_019 & 77	True Negative	0	[8400] benzoin 2 [17.102]	3	Full Model
UDN_BG_A_C_OHSU027_M_019 & 77	True Negative	0	[8400] benzoin 1 [16.532]	3	Full Model
UDN_BG_A_C_OHSU027_M_019 & 79	True Positive	1	[11005] myristic acid [16.887]	1	Full Model
UDN_BG_A_C_OHSU027_M_019 & 79	True Negative	0	[5281166] jasmonic acid [16.962]	2	Full Model
UDN_BG_A_C_OHSU027_M_019 & 79	True Negative	0	[8400] benzoin 2 [17.102]	2	Full Model
UDN_BG_A_C_OHSU027_M_019 & 118	True Positive	0.659	[892] myo-inositol [19.707]	1	Full Model
UDN_BG_A_C_OHSU027_M_019 & 118	True Negative	0.026	[10251] flavonone 2 [19.519]	2	Full Model
UDN_BG_A_C_OHSU027_M_019 & 118	True Negative	0.02	[10251] flavanone 2 [19.49]	3	Full Model
UDN_BG_A_C_OHSU027_M_019 & 118	True Negative	0.019	[10251] flavonone 1 [19.39]	4	Full Model
UDN_BG_A_C_OHSU027_M_019 & 118	True Negative	0.019	[10251] flavanone 1 [19.36]	4	Full Model
UDN_BG_A_C_OHSU047_M_011 & 55	True Positive	1	[PNNLMET0040] Impurity 001 [12.148]	1	Full Model
UDN_BG_A_C_OHSU047_M_011 & 55	True Negative	0	[68490] 2-hydroxyacetophenone 1 [12.084]	5	Full Model
UDN_BG_A_C_OHSU047_M_011 & 55	True Negative	0	[440473] L-mimosine 2 [12.158]	5	Full Model
UDN_BG_A_C_OHSU047_M_011 & 55	True Negative	0.008	[10436] orcinol [12.28]	2	Full Model
UDN_BG_A_C_OHSU047_M_011 & 55	True Negative	0	[68490] 2-hydroxyacetophenone 2 [12.429]	5	Full Model
UDN_BG_A_C_OHSU047_M_011 & 55	True Negative	0.002	[237332] 5-hydroxymethylfurfural [11.706]	3	Full Model
UDN_BG_A_C_OHSU047_M_011 & 55	True Negative	0	[80922] 3,4,5-trimethoxytoluene [11.694]	5	Full Model
UDN_BG_A_C_OHSU047_M_011 & 55	True Negative	0.001	[369312] (-)-perillyl alcohol  [11.693]	4	Full Model
UDN_BG_A_C_OHSU047_M_011 & 72	True Positive	1	[PNNLMET0078] D-lyxose 2[M] [15.117]	1	Full Model
UDN_BG_A_C_OHSU047_M_011 & 72	True Negative	0.001	[2191] anabasine [15.142]	2	Full Model
UDN_BG_A_C_OHSU047_M_011 & 72	True Negative	0	[62388] methyljasmonate 1 [15.157]	4	Full Model
UDN_BG_A_C_OHSU047_M_011 & 72	True Negative	0.001	[16217724] L-asparagine-15N2,d8 3 [14.975]	2	Full Model
UDN_BG_A_C_OHSU047_M_011 & 72	True Negative	0	[7913] biuret 1 [15.453]	4	Full Model
UDN_BG_A_C_OHSU047_M_011 & 72	True Negative	0	[75318] monoethyl phthalate [14.840]	4	Full Model
UDN_BG_A_C_OHSU047_M_011 & 72	True Negative	0	[8370] hexachlorobenzene [15.537]	4	Full Model
UDN_BG_A_C_OHSU047_M_011 & 81	True Positive	1	L-glutamine [major]	1	Full Model
UDN_BG_A_C_OHSU047_M_011 & 81	True Negative	0	[145900] omeprazole sulfone [16.151]	2	Full Model
UDN_BG_A_C_OHSU047_M_011 & 81	True Negative	0	[7913] biuret 2 [16.111]	2	Full Model
UDN_BG_A_C_OHSU047_M_011 & 81	True Negative	0	[8400] benzoin 1 [16.532]	2	Full Model
UDN_BG_A_C_OHSU052_M_021 & 59	True Positive	1	[588] Creatinine [13.825]	1	Full Model
UDN_BG_A_C_OHSU052_M_021 & 59	True Negative	0	[660] dihydrocoumarin 2 [13.669]	2	Full Model
UDN_BG_A_C_OHSU052_M_021 & 59	True Negative	0	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	2	Full Model
UDN_BG_A_C_OHSU052_M_021 & 59	True Negative	0	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	2	Full Model
UDN_BG_A_C_OHSU052_M_021 & 83	True Positive	1	citric acid	1	Full Model
UDN_BG_A_C_OHSU052_M_021 & 83	True Negative	0.003	[5281166] jasmonic acid [16.962]	2	Full Model
UDN_BG_A_C_OHSU052_M_021 & 83	True Negative	0	[8400] benzoin 2 [17.102]	3	Full Model
UDN_BG_A_C_OHSU052_M_021 & 83	True Negative	0	[8400] benzoin 1 [16.532]	3	Full Model
UDN_BG_A_C_OHSU052_M_021 & 110	True Positive	0.998	D-glucose [minor]	1	Full Model
UDN_BG_A_C_OHSU052_M_021 & 110	True Negative	0	[16213445] L-tyrosine-3,3-d2 2 [17.791]	2	Full Model
UDN_BG_A_C_OHSU052_M_021 & 131	True Positive	1	[PNNLMET0047] IS L-tryptophan d5 2 [20.625]	1	Full Model
UDN_BG_A_C_OHSU052_M_021 & 131	True Negative	0	[4114] xanthotoxin 2 [20.715]	2	Full Model
UDN_BG_A_C_OHSU052_M_021 & 131	True Negative	0	[3806] juglone [20.507]	2	Full Model
UDN_BG_A_C_OHSU067_M_017 & 39	True Positive	1	[439194] glyceric acid [10.735]	1	Full Model
UDN_BG_A_C_OHSU067_M_017 & 39	True Negative	0.003	[913] halostachine 1 [11.202]	2	Full Model
UDN_BG_A_C_OHSU067_M_017 & 42	True Positive	1	L-threonine [major]	1	Full Model
UDN_BG_A_C_OHSU067_M_017 & 42	True Negative	0.003	[369312] (-)-perillyl alcohol  [11.693]	3	Full Model
UDN_BG_A_C_OHSU067_M_017 & 42	True Negative	0	[237332] 5-hydroxymethylfurfural [11.706]	4	Full Model
UDN_BG_A_C_OHSU067_M_017 & 42	True Negative	0	[80922] 3,4,5-trimethoxytoluene [11.694]	4	Full Model
UDN_BG_A_C_OHSU067_M_017 & 42	True Negative	0	[68490] 2-hydroxyacetophenone 1 [12.084]	4	Full Model
UDN_BG_A_C_OHSU067_M_017 & 42	True Negative	0.011	[913] halostachine 1 [11.202]	2	Full Model
UDN_BG_A_C_OHSU067_M_017 & 43	True Positive	1	[PNNLMET0040] Impurity 001 [12.148]	1	Full Model
UDN_BG_A_C_OHSU067_M_017 & 43	True Negative	0	[68490] 2-hydroxyacetophenone 1 [12.084]	3	Full Model
UDN_BG_A_C_OHSU067_M_017 & 43	True Negative	0	[440473] L-mimosine 2 [12.158]	3	Full Model
UDN_BG_A_C_OHSU067_M_017 & 43	True Negative	0	[10436] orcinol [12.28]	3	Full Model
UDN_BG_A_C_OHSU067_M_017 & 43	True Negative	0.006	[68490] 2-hydroxyacetophenone 2 [12.429]	2	Full Model
UDN_BG_A_C_OHSU067_M_017 & 43	True Negative	0	[237332] 5-hydroxymethylfurfural [11.706]	3	Full Model
UDN_BG_A_C_OHSU067_M_017 & 43	True Negative	0	[80922] 3,4,5-trimethoxytoluene [11.694]	3	Full Model
